酒店测试频道,#genre#
广东体育,http://120.84.97.44:808/hls/22/index.m3u8
广东体育,http://120.84.96.73:808/hls/22/index.m3u8
广东体育,http://120.84.96.33:808/hls/22/index.m3u8
广东体育,http://120.84.96.82:808/hls/22/index.m3u8
广东体育,http://120.84.96.87:808/hls/22/index.m3u8
广东体育,http://120.84.96.73:808/hls/22/index.m3u8
广东体育,http://120.84.96.89:808/hls/22/index.m3u8
广东体育,http://120.84.96.109:808/hls/22/index.m3u8
广东体育,http://120.84.96.129:808/hls/22/index.m3u8
广东体育,http://120.84.96.113:808/hls/22/index.m3u8
广东体育,http://120.84.96.167:808/hls/22/index.m3u8
广东体育,http://218.15.229.90:9901/tsfile/live/1001_1.m3u8
广东体育,http://r.jdshipin.com/LiYdg
广东珠江,http://39.134.136.132:6610/200000001898/460000089800010091/1.m3u8?IASHttpSessionId=OTT
广东珠江,http://157.122.177.10:9901/tsfile/live/1007_1.m3u8
潮州综合,http://hdl-czbtv-gb.sobeylive.com/czbtv2019/czzhpd.flv
潮州生活,http://hdl-czbtv-gb.sobeylive.com/czbtv2019/czggpd.flv
梅州综合,http://p2.weizan.cn/slowlive/403126774572750089/live.m3u8
梅州生活,http://p2.weizan.cn/slowlive/645350022315428297/live.m3u8
番禺综合,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv

广州综合,https://justsometime.gztv.com/sec/zhonghe.m3u8
广州法治,https://justsometime.gztv.com/sec/fazhi.m3u8
广州新闻,https://justsometime.gztv.com/sec/xinwen.m3u8
广州竞赛,https://justsometime.gztv.com/sec/jingsai.m3u8
广州影视,https://justsometime.gztv.com/sec/yingshi.m3u8
广州南国都市,https://justsometime.gztv.com/sec/shenghuos.m3u8

佛山综合,http://121.51.249.49/xmplay.fstv.com.cn/live/xingmu20211111163434G0Bw.m3u8
佛山三水,http://121.51.249.49/xmplay.fstv.com.cn/live/xingmu20211111163722fIkX.m3u8
佛山南海,http://121.51.249.49/xmplay.fstv.com.cn/live/xingmu202111111635455Do3.m3u8
佛山影视,http://121.51.249.49/xmplay.fstv.com.cn/live/xingmu20211111163523oBdp.m3u8
佛山顺德,http://121.51.249.49/xmplay.fstv.com.cn/live/xingmu20211111163633BJEU.m3u8
佛山高明,http://121.51.249.49/xmplay.fstv.com.cn/live/xingmu202111111637516YDa.m3u8

广东体育,http://120.84.97.44:808/hls/22/index.m3u8
揭阳综合,http://59.32.98.8:9901/tsfile/live/1010_1.m3u8
CETV1,http://59.32.98.8:9901/tsfile/live/1011_1.m3u8
纪实人文,http://59.32.98.8:9901/tsfile/live/1012_1.m3u8
金鹰纪实,http://59.32.98.8:9901/tsfile/live/1013_1.m3u8
明珠台,http://59.32.98.8:9901/tsfile/live/1014_1.m3u8
翡翠台,http://59.32.98.8:9901/tsfile/live/1029_1.m3u8
河源综合,http://59.32.98.8:9901/tsfile/live/1019_1.m3u8
河南卫视,http://59.32.98.8:9901/tsfile/live/1018_1.m3u8

DBTV-1,http://59.32.98.8:9901/tsfile/live/1023_1.m3u8
肇庆综合,http://59.32.98.8:9901/tsfile/live/1022_1.m3u8
汕头综合,http://59.32.98.8:9901/tsfile/live/1021_1.m3u8
梅州综合,http://pili-live-rtmp.tvliving.gdmztv.com/meizhou-tvliving/mztv1.m3u8
梅州公共,http://pili-live-rtmp.tvliving.gdmztv.com/meizhou-tvliving/mztv2.m3u8
梅州-1,http://59.32.98.8:9901/tsfile/live/1025_1.m3u8
客家生活,http://59.32.98.8:9901/tsfile/live/1026_1.m3u8
湛江综合,http://59.32.98.8:9901/tsfile/live/1027_1.m3u8

深圳娱乐,http://59.32.98.8:9901/tsfile/live/1028_1.m3u8
韶关综合,http://59.32.98.8:9901/tsfile/live/1024_1.m3u8
东南卫视,http://59.32.98.8:9901/tsfile/live/1032_1.m3u8
广东少儿,http://59.32.98.8:9901/tsfile/live/1033_1.m3u8
广东经济,http://59.32.98.8:9901/tsfile/live/1042_1.m3u8
广东影视,http://59.32.98.8:9901/tsfile/live/1017_1.m3u8


深圳少儿,http://59.32.98.8:9901/tsfile/live/1036_1.m3u8

湖南垂钓,http://59.32.98.8:9901/tsfile/live/1035_1.m3u8
嘉佳卡通,http://59.32.98.8:9901/tsfile/live/1038_1.m3u8
HZTV-1,http://59.32.98.8:9901/tsfile/live/1044_1.m3u8
HZTV-2,http://59.32.98.8:9901/tsfile/live/1039_1.m3u8


珠海-2,http://59.32.98.8:9901/tsfile/live/1040_1.m3u8
深圳电视剧,http://59.32.98.8:9901/tsfile/live/1043_1.m3u8
湖南茶频道,http://59.32.98.8:9901/tsfile/live/1046_1.m3u8

汕尾新闻综合,http://59.32.98.8:9901/tsfile/live/1045_1.m3u8

深圳龙岗,http://59.32.98.8:9901/tsfile/live/1054_1.m3u8

绿色生活,http://59.32.98.8:9901/tsfile/live/1057_1.m3u8
公共,http://59.32.98.8:9901/tsfile/live/1058_1.m3u8
深圳公共,http://59.32.98.8:9901/tsfile/live/1059_1.m3u8
深圳都市,http://59.32.98.8:9901/tsfile/live/1056_1.m3u8
CETV4,http://59.32.98.8:9901/tsfile/live/1062_1.m3u8
广州,http://59.32.98.8:9901/tsfile/live/1065_1.m3u8
广州影视,http://59.32.98.8:9901/tsfile/live/1067_1.m3u8
广州法治,http://59.32.98.8:9901/tsfile/live/1068_1.m3u8
中国交通,http://59.32.98.8:9901/tsfile/live/1063_1.m3u8
广州新闻,http://59.32.98.8:9901/tsfile/live/1066_1.m3u8
广州竞赛,http://59.32.98.8:9901/tsfile/live/1069_1.m3u8
宝安频道,http://59.32.98.8:9901/tsfile/live/1070_1.m3u8
深圳体育,http://59.32.98.8:9901/tsfile/live/1071_1.m3u8
深圳财经,http://59.32.98.8:9901/tsfile/live/1072_1.m3u8
众创TV,http://59.32.98.8:9901/tsfile/live/1073_1.m3u8
CGTN,http://59.32.98.8:9901/tsfile/live/1076_1.m3u8
影视推荐,http://59.32.98.8:9901/tsfile/live/1079_1.m3u8
37,http://59.32.98.8:9901/tsfile/live/1037_1.m3u8
75,http://59.32.98.8:9901/tsfile/live/1075_1.m3u8


ipv6频道,#genre#

凤凰中文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
凤凰中文,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/fhchinese/index.m3u8
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8?icpid=3&RTS=1668336154&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3
凤凰中文,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226248/index.m3u8
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8?icpid=3&RTS=1668336354&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3
凤凰资讯,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/fhzixun/index.m3u8
凤凰资讯,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
凤凰资讯,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226274/index.m3u8
凤凰香港,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226251/index.m3u8
凤凰香港,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
凤凰香港,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226251/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰资讯,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226274/index.m3u8
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰中文,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226248/index.m3u8
凤凰香港,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226251/index.m3u8
凤凰香港,http://60.221.226.232:808/hls/55/index.m3u8
凤凰香港,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226251/index.m3u8
凤凰资讯台,https://epg.pw/stream/d51b2b2c5d04dbc82a25641c304b46f6d003e6142f3cacf3d75b1a716fd0fc31.m3u8
凤凰中文台,https://epg.pw/stream/3c8a5d6129ba789ef097c0162fb5929ab6d389b68bf713455802bd1e9b69e9a8.m3u8
凤凰香港台,https://epg.pw/stream/790509dd4682810219455f02a0bca92c965c8edf4eabc6f2129184be97049b85.m3u8
翡翠台,https://epg.pw/stream/32e4ae9af65495464449144f8ac46bb0c384b67e3252e757547402d54fb08dc1.m3u8
cctv-1,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
cctv-1,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
cctv-1,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226706/index.m3u8
cctv-2,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226569/index.m3u8
cctv-2,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226466/index.m3u8
cctv-2,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226306/index.m3u8
cctv-3,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226461/index.m3u8
cctv-3,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226308/index.m3u8
cctv-3,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226614/index.m3u8
cctv-4,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226468/index.m3u8
cctv-4,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226656/index.m3u8
cctv-4,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226303/index.m3u8
cctv-5,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226305/index.m3u8
cctv-5,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226635/index.m3u8
cctv-5,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226487/index.m3u8
cctv-5+,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
cctv-5+,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226609/index.m3u8
cctv-6,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226485/index.m3u8
cctv-6,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226637/index.m3u8
cctv-7,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226486/index.m3u8
cctv-7,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226678/index.m3u8
cctv-8,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226687/index.m3u8
cctv-8,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226484/index.m3u8
cctv-9,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226482/index.m3u8
cctv-9,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226726/index.m3u8
cctv-10,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226483/index.m3u8
cctv-10,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226528/index.m3u8
cctv-11,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226481/index.m3u8
cctv-11,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
cctv-12,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226560/index.m3u8
cctv-12,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226479/index.m3u8
cctv-13,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
cctv-13,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226543/index.m3u8
cctv-14,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226475/index.m3u8
cctv-14,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226572/index.m3u8
cctv-15,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226478/index.m3u8
cctv-15,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226590/index.m3u8
cctv-17,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
cctv-17,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226630/index.m3u8

ipv6卫视频道,#genre#

D求索,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226114/index.m3u8
115高清,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226115/index.m3u8
116高清,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226116/index.m3u8
118高清,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226118/index.m3u8
citv都市剧场,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226324/index.m3u8
欢笑剧场K,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
动漫秀场,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226325/index.m3u8
快乐垂钓,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226326/index.m3u8
游戏风云,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226328/index.m3u8
东方财经,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
生活时尚,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
金色学堂,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226332/index.m3u8
乐游,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226335/index.m3u8
魅力足球,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226337/index.m3u8
法治天地,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226340/index.m3u8
中华特产,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
？新闻综合,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226346/index.m3u8
4k试验,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
